2023-11-13 00:12:57,811: root: INFO: BuyHold : Executing the initialize lifecycle method
2023-11-13 00:12:58,607: root: INFO: Current backtesting datetime 2022-01-03 08:30:00-05:00
2023-11-13 00:12:58,608: root: INFO: BuyHold : Executing the before_market_opens lifecycle method
2023-11-13 00:12:58,609: root: INFO: Current backtesting datetime 2022-01-03 09:30:00-05:00
2023-11-13 00:12:58,609: root: INFO: BuyHold : Executing the before_starting_trading lifecycle method
2023-11-13 00:12:58,610: root: INFO: [34mBuyHold : Executing the on_trading_iteration lifecycle method at 2023-11-13 00:12:58[0m
2023-11-13 00:12:58,610: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2023-11-13 00:12:58,613: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2023-11-13 00:12:58,614: root: INFO: [32mNew market order of | 687 GOOG buy | with status unprocessed was submitted.[0m
2023-11-13 00:12:58,616: root: INFO: [34mBuyHold : Trading iteration ended at 2023-11-13 00:12:58[0m
2023-11-13 00:12:58,616: root: INFO: Getting historical prices for GOOG, 1 bars, 
2023-11-13 00:12:58,616: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2023-11-13 00:12:58,616: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2023-11-13 00:12:58,617: root: INFO: [32mFilled Transaction: buy 687 of GOOG at 144.47549438 USD per share[0m
2023-11-13 00:12:58,617: root: INFO: market order of | 687 GOOG buy | with status new was filled
2023-11-13 00:12:58,620: root: INFO: BuyHold : [34mSleeping for 86400 seconds[0m
2023-11-13 00:12:58,621: root: INFO: Current backtesting datetime 2022-01-04 09:30:00-05:00
2023-11-13 00:12:58,622: root: INFO: [34mBuyHold : Executing the on_trading_iteration lifecycle method at 2023-11-13 00:12:58[0m
2023-11-13 00:12:58,622: root: INFO: [34mBuyHold : Trading iteration ended at 2023-11-13 00:12:58[0m
2023-11-13 00:12:58,622: root: INFO: BuyHold : [34mSleeping for 86400 seconds[0m
2023-11-13 00:12:58,623: root: INFO: Current backtesting datetime 2022-01-05 09:30:00-05:00
2023-11-13 00:12:58,623: root: INFO: [34mBuyHold : Executing the on_trading_iteration lifecycle method at 2023-11-13 00:12:58[0m
2023-11-13 00:12:58,624: root: INFO: [34mBuyHold : Trading iteration ended at 2023-11-13 00:12:58[0m
2023-11-13 00:12:58,624: root: INFO: BuyHold : [34mSleeping for 86400 seconds[0m
2023-11-13 00:12:58,624: root: INFO: Current backtesting datetime 2022-01-06 09:30:00-05:00
